Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Мерчендайзер,77,от 142 500 до 152 500 KZT на руки,ТОО ТОО Zhiger trade,Вакансия опубликована 16 мая 2023 в Костанае,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80468833,,
Видеограф / СММ специалист,20,от 120 000 до 300 000 KZT на руки,ТОО Оптисорт,Вакансия опубликована 22 мая 2023 в Костанае,"Костанай, Киевская улица, 60",полный день,Полная занятость,Видеосъемка;Обработка видео;Ведение групп в социальных сетях;Креативность;Видеомонтаж;,https://almaty.hh.kz/vacancy/80792167,,Массмедиа
Инструктор детской выставки,13,от 85 000 до 200 000 KZT на руки,ТОО КОСМОДРАЙВ КАЗАХСТАН,Вакансия опубликована 27 мая 2023 в Костанае,"Костанай, проспект Абая, 169",полный день,Полная занятость,Работа в команде;Способность быстро обучаться;Умение работать с людьми;Грамотная речь;,https://almaty.hh.kz/vacancy/81139755,,
SMM специалист,3,з/п не указана,ИП Global Inst,Вакансия опубликована 11 мая 2023 в Костанае,Костанай,полный день,Частичная занятость,Креативность;Творческое мышление;СММ;Генерация идей;Творческие навыки;Работа в команде;Инстаграм;,https://almaty.hh.kz/vacancy/80311796,,Менеджмент
Специалист по обслуживанию кофе аппаратов,40,от 160 000 до 240 000 KZT на руки,ИП ИЛЬИНЫХ И.О.,Вакансия опубликована 25 мая 2023 в Костанае,Костанай,полный день,Полная занятость,Ответственность и пунктуальность;Желание работать;,https://almaty.hh.kz/vacancy/80996476,,
Бухгалтер,18,от 190 000 до 200 000 KZT до вычета налогов,ТОО Промбаза-7,Вакансия опубликована 24 мая 2023 в Костанае,"Костанай, Северная промзона",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80936638,,Финансы
Специалист по обходу,40,от 60 000 до 90 000 KZT на руки,ТОО Поликлиника №5 города Костанай,Вакансия опубликована 18 мая 2023 в Костанае,Алматы,гибкий график,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80623248,,
Менеджер по туризму,72,от 150 000 до 500 000 KZT до вычета налогов,ТОО Web Tours,Вакансия опубликована 17 мая 2023 в Костанае,"Костанай, улица 1 Мая, 151к7",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80551314,,
Мастер лазерной эпиляции,40,от 80 000 до 150 000 KZT на руки,ИП Шопанова,Вакансия опубликована 25 мая 2023 в Костанае,"Костанай, проспект Аль-Фараби, 74",сменный график,Частичная занятость,E9,https://almaty.hh.kz/vacancy/81043605,,
Специалист по работе с ПК,84,от 120 000 KZT на руки,ТОО Bankai ADS (Банкай АДС),Вакансия опубликована 11 мая 2023 в Костанае,"Костанай, проспект Абая, 159",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79700354,,IT
Помощник логиста,67,от 70 000 до 300 000 KZT до вычета налогов,ТОО RK TRANS LIDER,Вакансия опубликована 24 мая 2023 в Костанае,Алматы,полный день,Полная занятость,Пользователь ПК;Работа в команде;Работа с большим объемом информации;оформление заказов;Консультирование клиентов по телефону;,https://almaty.hh.kz/vacancy/80985484,,
Бухгалтер по банковским операциям,18,з/п не указана,ТОО КОСТАНАЙСКИЙ ЭНЕРГОЦЕНТР,Вакансия опубликована 18 мая 2023 в Костанае,"Костанай, Курганская улица, 8",полный день,Полная занятость,Кассовые документы;1С: Предприятие 8;Точность и внимательность к деталям;Учет банковских операций по лицевому счету;Умение работать в режиме многозадачности;способность быстро обучаться и легко воспринимать крупные объемы информации;Кассовые операции;Ответственность и исполнительность;,https://almaty.hh.kz/vacancy/79427380,,Финансы
Водитель-снабженец,40,от 120 000 до 120 000 KZT до вычета налогов,ТОО Мегаэнергоэкспертиза,Вакансия опубликована 23 мая 2023 в Костанае,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80883145,,
Пиццамейкер в пиццерию Cheese Please Pizza,94,от 100 000 до 180 000 KZT на руки,ИП Кенжетаев Ж Ж,Вакансия опубликована 19 мая 2023 в Костанае,"Костанай, улица Байтурсынова, 49",гибкий график,Полная занятость,Ответственность;Работа в команде;,https://almaty.hh.kz/vacancy/80724496,,
Помощник лаборанта по испытаниям грунтов для строительства,79,от 150 000 KZT до вычета налогов,ТОО КазЭС,Вакансия опубликована 24 мая 2023 в Костанае,"Тобыл, улица 40 лет Октября, 74",полный день,Полная занятость,"Умение работать в команде;Усердность;Умение работать в режиме многозадачности;Внимательность, ответственность;Лабораторная работа;Способность работать с документами;Способность быстро обучаться;Физическая выносливость;",https://almaty.hh.kz/vacancy/80927572,,Наука
Специалист 3 категории,73,з/п не указана,ИП Simple technologies,Вакансия опубликована 5 мая 2023 в Костанае,Алматы,полный день,Полная занятость,Пользователь ПК;Работа в команде;Должностные инструкции;Высшее образование;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/80157608,,Менеджмент
Техперсонал (уборщик),40,от 100 000 до 110 000 KZT на руки,ТОО FIT WAKE UP,Вакансия опубликована 18 мая 2023 в Костанае,"Костанай, проспект Нурсултана Назарбаева, 193",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80675478,,
Стропальщик,40,до 220 000 KZT на руки,ТОО МеталлИнвестАтырау,Вакансия опубликована 22 мая 2023 в Костанае,"Костанай, Челябинская улица",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80795935,,
Заведующий складом в ветаптеку,81,от 120 000 до 150 000 KZT на руки,ТОО ЦЕНТРАЛЬНАЯ ВЕТЕРИНАРНАЯ АПТЕКА,Вакансия опубликована 24 мая 2023 в Костанае,Алматы,полный день,Полная занятость,Работать в команде;Точность и внимательность к деталям;Материальная ответственность;Быстрообучаемый;Желание работать и зарабатывать;Сосредоточенность;,https://almaty.hh.kz/vacancy/80925984,,
Технический специалист,111,з/п не указана,ТОО Hydraulic systems Kazakhstan (Гидравлические системы Казахстана),Вакансия опубликована 2 мая 2023 в Костанае,"Костанай, улица Карбышева, 95",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79961358,,Сервисное обслуживание/производство
Детский массажист,60,з/п не указана,ИП Центр коррекции речи ЛОГОПЕД +,Вакансия опубликована 16 мая 2023 в Костанае,"Костанай, улица Гоголя, 42А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80470345,,Медицина
Менеджер по логистике,67,от 200 000 до 400 000 KZT на руки,ТОО Seven City,Вакансия опубликована 16 мая 2023 в Костанае,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80473160,,
"Консультант-оператор/бухгалтер (экономист, государственное управление)",18,з/п не указана,ТОО Бақ-ЛИЧ,Вакансия опубликована 15 мая 2023 в Костанае,"Костанай, проспект Аль-Фараби, 65",полный день,Полная занятость,Консультирование;Грамотная речь;Работа с людьми;Консультирование клиентов;Работа в команде;Прием и распределение телефонных звонков;Пользователь ПК;входящие звонки;исходящие звонки;Работа с юридическими лицами;Техническая поддержка;Знание офисных программ;,https://almaty.hh.kz/vacancy/80407605,,Финансы
Менеджер колл центра,54,от 120 000 до 200 000 KZT до вычета налогов,ИП Таалайбек,Вакансия опубликована 20 мая 2023 в Костанае,Алматы,полный день,Полная занятость,Быстрообучаемость;Коммуникабельность;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/80768437,,Менеджмент
Специалист отдела логистики,67,от 70 000 до 300 000 KZT на руки,ТОО M-AUTO GROUP,Вакансия опубликована 9 мая 2023 в Костанае,Алматы,полный день,Полная занятость,Грамотная речь;Деловое общение;Навыки продаж;Грамотность;Проведение опросов клиентов;Опыт продаж;Работать в команде;Продажи физическим лицам;Казахский — A1 — Начальный;Русский — A1 — Начальный;,https://almaty.hh.kz/vacancy/80197431,,
Менеджер-логист,67,от 150 000 до 300 000 KZT на руки,ИП Auto Sila,Вакансия опубликована 1 мая 2023 в Костанае,Костанай,полный день,Стажировка,"Уверенный пользователь ПК (Word, Excel);Работа с компьютером;Составление договоров;Документооборот;Легкообучаемый;Умение работать в коллективе;Поиск информации в интернет;Пользователь ПК;Умение работать в условиях многозадачности;Ответственность и пунктуальность;",https://almaty.hh.kz/vacancy/79953322,,
Помощник повара,94,от 100 000 до 150 000 руб. на руки,ТОО СУШИ ХИРО,Вакансия опубликована 17 мая 2023 в Костанае,"Костанай, 193 проспект Нурсултана Назарбаева",сменный график,Полная занятость,Работа в команде;Грамотность;,https://almaty.hh.kz/vacancy/80564760,,
Помощник инженера-техника,112,от 110 000 до 130 000 KZT на руки,ТОО МОНИТОРИНГ ПЛЮС,Вакансия опубликована 26 мая 2023 в Костанае,"Костанай, улица Карбышева, 2",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79805716,,IT
Менеджер по логистике,67,от 150 000 до 500 000 KZT на руки,ТОО СВ ИМПУЛЬС,Вакансия опубликована 17 мая 2023 в Костанае,"Костанай, проспект Аль-Фараби, 74",полный день,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Работа с людьми;MS Paint;,https://almaty.hh.kz/vacancy/80603346,,
Менеджер по логистике,67,от 180 000 до 350 000 KZT на руки,ТОО Green Light's - ( Зеленый свет ),Вакансия опубликована 7 мая 2023 в Костанае,Костанай,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80183561,,
Менеджер по логистике,67,от 100 000 до 200 000 KZT до вычета налогов,ТОО KST Lогистик,Вакансия опубликована 15 мая 2023 в Костанае,"Костанай, улица Тауелсиздик, 83",полный день,Полная занятость,Пользователь ПК;Работа в команде;оформление документации;Работа с оргтехникой;Умение работать в коллективе;,https://almaty.hh.kz/vacancy/80442997,,
Инженер-электронщик,48,от 150 000 до 250 000 KZT до вычета налогов,ТОО Алгоритм Сервис,Вакансия опубликована 5 мая 2023 в Костанае,"Костанай, улица Амангельды, 72",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80131925,,Сервисное обслуживание/производство
Сборщик корпусной мебели,40,от 80 000 до 120 000 KZT до вычета налогов,ТОО STORE HOUSE (СТОР ХАУС),Вакансия опубликована 5 мая 2023 в Костанае,"Костанай, Зерновая улица, 1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80144645,,
Кассир-оценщик,40,от 150 000 до 170 000 KZT на руки,ТОО Ломбард Миллион-М,Вакансия опубликована 11 мая 2023 в Костанае,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80280226,,
Слесарь-сантехник,115,от 176 719 до 231 929 KZT до вычета налогов,ТОО СарыаркаАвтоПром,Вакансия опубликована 3 мая 2023 в Костанае,Алматы,полный день,Полная занятость,Работа в команде;Умение работать в коллективе;Умение расставлять приоритеты;Планирование карьеры;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/80038411,,Сервисное обслуживание/производство
Помощник Сборщика окон и жалюзи.,40,от 150 000 до 200 000 KZT до вычета налогов,ИП Престиж,Вакансия опубликована 2 мая 2023 в Костанае,"Костанай, Уральская улица, 14A",полный день,Полная занятость,Умение работать в команде;,https://almaty.hh.kz/vacancy/79990338,,
Менеджер по транспортной логистике,67,от 100 000 до 500 000 KZT на руки,ТОО Gold Imperial 10,Вакансия опубликована 15 мая 2023 в Костанае,"Костанай, улица Хакимжановой, 7",полный день,Полная занятость,Пользователь ПК;Заключение договоров;Работа в команде;Деловое общение;Умение работать в команде;,https://almaty.hh.kz/vacancy/78137213,,
Менеджер по логистике,67,от 100 000 до 150 000 KZT на руки,ТОО Ativa,Вакансия опубликована 4 мая 2023 в Костанае,Алматы,полный день,Полная занятость,Телефонные переговоры;Пользователь ПК;Заключение договоров;Работа в команде;Ведение переговоров;Грамотная речь;Деловое общение;Работа с клиентами;,https://almaty.hh.kz/vacancy/80077412,,
Бухгалтер / помощник бухгалтера,18,от 150 000 до 200 000 KZT на руки,ТОО Республиканский центр помощи предпринимателям 2050,Вакансия опубликована 22 мая 2023 в Костанае,"Костанай, улица Каирбекова, 85",полный день,Полная занятость,1С: Предприятие 8;Internet;Первичные документы;Работа с документами;Статистика;,https://almaty.hh.kz/vacancy/80813560,,Финансы
Бухгалтер,18,от 200 000 до 240 000 KZT до вычета налогов,ТОО Алтын Ден КЗ,Вакансия опубликована 3 мая 2023 в Костанае,"Костанай, улица Генерала Арыстанбекова",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80047198,,Финансы
Парикмахер,92,от 300 000 до 400 000 KZT на руки,ИП Айкенова Е.С,Вакансия опубликована 14 мая 2023 в Костанае,Костанай,гибкий график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80389129,,Юриспруденция
Декоратор,141,от 120 000 KZT на руки,ИП Шимко И.В,Вакансия опубликована 30 апреля 2023 в Костанае,"Костанай, улица Летунова, 22",сменный график,Полная занятость,Грамотная речь;Креативность;Творческий подход в работе;Воздушные шары;Аэродизайн;Работа в команде;Увереный пользователь пк;,https://almaty.hh.kz/vacancy/79944100,,Сервисное обслуживание/производство
